Date,Production_power,Temp,Solar_Power
2025-01-31,6.6,1.27,0.15
2025-02-28,16.86,0.55,0.32
2025-03-31,22.27,8.01,0.48
2025-04-30,29.22,12.92,0.72
2025-05-31,27.05,14.74,0.75
2025-06-30,34.99,23.32,1.06
2025-07-31,29.41,23.23,0.84
2025-08-31,31.39,23.03,0.84
2025-09-30,22.71,18.69,0.54
2025-10-31,16.07,10.63,0.32
2025-11-30,8.19,4.93,0.18
2025-12-31,4.7,2.02,0.12
